Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25
100,1966,EN,18,2,187,44,187,25,12,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,7,3, ,4, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,3,5,2,1,1,1,2,2,1,3,2,2,3,1,1,2,1,3,3,1,1,2,3,1,3,1,1,3
100,1836,EN,20,2,187,25,187,25,20,African American,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,2,5,5, ,4, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,2,1,1,1,1,2,2,1,3,1,3,1,1,3,2,1,3,1,1,2,2,1,1,1,1,2
100,1953,EN,18,1,187,45,187,45,13,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,3, ,3, ,1,Presbyterian, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,2,2,1,1,3,3,3,3,1,2,1,2,3,2,3,3,3,1,3,3,1,1,3,3,2
100,3337,EN,19,2,187,25,187,25,19,black,2, ,Straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,4, ,3, ,1, , , , ,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,1,5,3,1,1,1,1,2,2,3,3,1,3,1,2,3,1,2,3,1,1,3,3,1,2,1,3,3
100,2125,EN,18,2,187,1,187,44,18,white,1, ,straight,1,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , ,2,1,2, , ,4,mom,dad,3,3,6,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,1,3,1,1,3,1,3,2,3,1,1,3,2,1,3,1,1,3,2,1,1,1,1,2
100,2181,EN,18,1,187,11,187,25,18,African American,2, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,3, ,1, , , , ,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,3,2,2,2,1,1,3,1,3,2,3,1,1,2,2,2,3,2,1,3,2,2,1,1,1,2
100,1944,EN,18,2,187,25,187,25,18,"White,English, christian",1, ,Male,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,4,Grandmother,Father,1,1,4,4, ,4, ,11, , , , ,3,3,3,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,4,4,4,4,4,4,4,3,2,1,3,3,1,2,3,3,2,3,1,2,2,2,2,3,2,1,3,2,1,2,1,1,2
100,2427,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1,1,1, , , , , , , , ,2,2, , , ,4,grandmother,grandfather,1,1,5,3, ,4, ,11, , , , ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,3,3,1,1,3,3,3,1,3,1,1,3,3,1,3,1,1,3,3,1,2,1,1,3
100,2247,EN,19,2,187,45,187,45,19,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Mother,Father,1,1,7,3, ,2, ,1,Methodist, , , ,3,2,3,2,3,1,3,1,1,1,1,3,1,1,1,1,1,3,5,5,5,4,4,1,4,3,2,3,3,2,2,3,2,3,3,3,2,1,2,3,3,3,1,1,2,1,1,1,1,2,2
100,1777,EN,18,2,187,45,187,25,15,Caucasian,1, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , ,1, , , , , ,2,2,2, , ,0,biological mother,biological father,2,1,8,6,11th,5, ,1,Episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,2,2,2,2,1,2,3,3,1,3,2,2,2,2,3,3,1,1,3,3,2,2,2,2,3
100,4301,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,2,7,3, ,1, ,1, , , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,3,1,1,2,3,3,3,1,3,1,1,3,2,3,3,1,1,3,2,1,2,1,2,3
100,1542,EN,20,1,187,44,187,25,20,White,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,6,n/a,n/a,1,1,5,5, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,4,4,4,3,1,1,3,1,1,2,2,3,2,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,2
100,5513,EN,18,2,187,25,187,25,18,caucasian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,her,him,1,1,6,3, ,3, ,11, , , , ,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,3,3,1,2,3,3,3,3,3,1,2,2,3,3,3,1,1,3,1,1,3,2,1,2
100,3005,EN,18,2,187,34,187,11,3 years,African American,2, ,straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,grandmother,older brother,3,2,6,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,1,2,1,1,2,3,3,1,3,1,1,3,2,3,3,1,1,3,3,1,2,3,3,3
100,1314,EN,18,2,187,25,187,25,18,white,1, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,6,2, ,2, ,2, , , , ,3,2,2,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,3,1,2,2,3,3,1,3,1,2,2,2,3,3,1,1,3,2,2,1,1,3,3
100,1398,EN,19,2,187,44,187,25,16,Christian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,5,3, ,2, ,1,Presbyterian, , , ,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,2,1,1,1,1,2,2,3,2,3,1,1,3,3,2,3,1,1,3,2,1,2,1,1,2
100,1314,EN, ,1,187,25,187,25,21,Caucasian,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Grandmother,Grandfather,2,1,5,3, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,2,2,2,1,2,2,3,3,3,1,1,3,3,2,3,1,1,3,2,1,1,1,1,2
100,3398,EN,19,1,187,25,187,25,19,black,2, ,heterosexual, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,grandmother,grandfather,2,1,5,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,3,2,2,3,2,2,3,2,3,3,2,2,2,2,1,2,2,3,3
100,1613,EN,18,2,187,25,187,25,18,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2, , , ,2, , ,2,1,8,2, ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,3,2,3,2,1,1,2,2,3,1,3,1,1,3,2,3,3,1,1,3,3,1,2,1,2,3
100,1072,EN,18,2,187,25,187,25,18,caucasian,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,7,2, ,3, ,1,episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,4,5,3,2,1,2,1,2,3,2,3,2,3,1,1,2,1,1,3,1,1,2,2,1,3,2,1,2
100,973,EN,19,2,187,1,187,25,19,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,2,1,6,4, ,4, ,1,baptist, , , ,2,2,3,2,2,1,1,1,1,2,2,1,1,1,1, ,1,1,4,4,4,4,4,4,4,3,1,1,3,1,2,3,1,3,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3
100,5421,EN,18,2,187,19,187,19,18,White American,1, ,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,2, , ,2,2,4,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,1,1,2,2,3,2,3,3,1,1,3,2,3,3,1,1,3,3,1,2,1,2,3
100,1633,EN,18,2,187,42,187,42,18 years,African American,2, ,straight,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,2,2,2, , ,8,N/A,N/A,3,3,9,3, ,3, ,11, , , , ,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,1,1,1,1,2,1,1,3,1,3,1,1,3,1,1,3,1,1,3,3,1,2,1,1,3
100,1915,EN,18,2,187,25,187,25,18,christian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,2,1,7,3, ,2, ,1, , , , ,1,1,2,3,4,2,3,2,4,2,4,3,1,1,1,1,1,3,4,4,4,4,4,4,4,2,2,3,3,1,2,2,2,3,1,3,1,1,2,1,1,3,1,1,3,2,1,3,1,1,3
100,2057,EN,18,2,187,14,187,44,5 years,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,7,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,1,2,2,1,1,2,3,3,1,3,1,1,3,1,2,3,1,1,3,2,1,1,1,2,3
100,831,EN,18,2,187,25,187,25,18,White,1, ,Straight,1,1, , , , , , , , , , , ,1, , , , , , , , , , , ,2,2, , ,1, , ,2,1,3,3, ,4, ,8, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,1,2,3,3,1,3,1,2,3,2,2,3,1,1,2,2,1,2,1,1,3
100,1460,EN,18,2,187,25,187,25,18,caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,my mom still,my dad still,2,1,6,1, ,3, ,11, , , , ,1,1,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,3,2,2,3,2,2,2,2,3,2,1,1,1,3,2,2,3,1,1,3,3,1,1,1,1,3
100,3634,EN,19,2,187,25,187,25,19,American,1, ,Female and Male,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,One,My mom,My dad,1,1,10,3, ,3, ,12, , , , ,4,4,3,4,4,3,5,2,4,4,4,4,1,3,3,4,4,2,4,4,4,3,3,3,4,3,1,1,2,1,2,3,2,3,2,3,1,2,3,2,2,3,2,1,3,3,1,1,2,2,3
100,2152,EN,18,1,187,25,187,25,18 years,white,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,3, ,3, ,11, , , , ,2,2,3,3,3,1,3,2,1,1,1,2,1,1,1,1,1,3,3,4,4,5,5,5,5,3,2,2,3,2,1,3,2,3,1,3,1,1,3,2,2,3,1,1,3,3,1,2,1,1,3
100,1575,EN,19,1,187,25,187,25,19,Caucasian,1, ,straight,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,3, ,3, ,2, , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,2,1,2,2,1,2,1,3,2,3,2,1,3,3,2,3,1,1,2,2,1,2,2,1,2
100,2532,EN,18,2,187,21,187,10,16,white,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,4,4,5,5, ,5, ,13, , , , ,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,1,2,2,2,3,2,3,3,3,1,2,2,3,3,3,1,3,3,3,1,3,2,2,2
100,2127,EN,21,1,187,25,187,25,21,good,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1,biological mother,biological father,3,3,4,5, ,5, ,1, , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,1,2,3,2,2,2,3,1,2,3,1,1,3,1,2,3,3,1,2,1,1,3
100,4485,EN,18,2,187,25,187,25,18,African American,2, ,Female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,1,7,2, ,3, ,1,Pentecost, , , ,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,2,1,3,1,2,2,3,3,2,3,1,1,2,2,2,3,1,1,3,2,2,2,1,2,3
100,2019,EN,18,2,187,1,187,1,18,american,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, ,biological mother,2,2,8,5, ,3, ,13, ,methodist, , ,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,3,2,1,3,1,1,2,2,2,1,3,2,1,3,3,2,3,2,1,3,2,1,1,1,2,2
100,984,EN,19,1,187,11,187,25,1,Non-Hispanic/Latino,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,6,5, ,5, ,11, , , , ,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,3,2,1,2,1,2,2,3,3,1,3,1,2,3,1,2,2,1,1,3,3,1,2,1,2,3
100,1668,EN,18,2,187,1,187,1,18,Christian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,2, , ,1,1,5,5, ,5, ,1,Assembly of God, , , ,2,2,4,4,4,2,3,4,4,2,3,4,2,1,2,3,3,3,4,3,3,3,3,3,3,3,2,3,3,2,1,2,3,3,3,3,1,2,3,2,2,3,1,1,3,2,1,2,1,2,2
100,888,EN,19,2,187,25,187,25,19,Caucasian,1, ,male, ,1, , , , ,1, , ,1, , , ,1, , , , , , , , , , ,2,2,2, , ,1,aunt, ,1,2,6,3, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,3254,EN,18,2,187,44,187,44,18,Christian,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,3,3,7,3, ,3, ,13, ,Methodist,1, ,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,3,1,2,2,2,1,2,3,2,1,3,1,1,3,2,3,3,1,1,3,2,1,2,1,1,2
100,2197,EN,20,1,187,37,187,25,17,hispanic,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,3,2, ,5, ,2, , , , ,2,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,3,3,3,3,1,2,2, ,2,2,2,2,2,2,1,3,3,3,2,2,2,2,2, ,1,1,1,2
100,7583,EN,18,1,187,1,187,1,18,White,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Biological Mother,Biological Father,1,1,7,1, ,2, ,11, , , , ,2,2,2,1,3,1,2,1,2,1,2,2,1,1,1,2,1, ,4,4,4,4,4,4,4,3,1,1,3,2,2,3,1,3,1,3,1,1,3,1,1,3,1,1,3,2,1,2,1,1,3
100,1435,EN,18,1,187,25,187,25,18,Caucasian,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,3,7,3, ,3, ,11, , ,1, ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,4,4,4,4,3,1,1,2,1,1,2,2,3,1,3,1,1,3,1,1,3,1,1,2,3,1,1,1,1,3
100,875,EN,19,1,187,11,187,11,19,Caucasian,1, ,I like women,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,1,1,9,5, ,2, ,7, , , , ,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100,2214,EN,18,1,187,25,187,25,18,Scottish,1, ,Heterosexual, ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,0, ,Mother,1,1,7,2, ,2, ,2, , , , ,3,3,3,3,4,1,2,1,1,1,3,3,2,1,1,1,1,4,4,5,5,5,5,5,5,2,2,1,2,2,2,1,1,3,1,3,2,1,3,1,1,3,1,1,3,3,1,3,1,1,3
100,1404,EN,18,1,187,19,187,19,18,Asian American,4, ,Heterosexual,1,1, , , , , , ,1,1, , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,1,2,1,2,2,3,3,2,3,1,1,3,1,2,3,1,1,3,3,1,1,1,2,2
100,2202,EN,18,2,187,25,187,25,18,caucasian,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,3,4,3, ,3, ,2, , , , ,2,2,2,2,3,2,4,1,2,1,2,3,1,1,1,1,1,4,3,4,4,4,4,4,5,3,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,3,2,1,2,2,2,2,2,2,2
100,1690,EN,18,2,187,25,187,25,18,American,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,3, ,3, ,13, ,Episcopal, , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,4,5,4,5,4,5,5,3,2,1,2,1,1,3,1,2,2,3,1,1,3,3,2,3,1,1,3,2,1,2,1,1,2
100,1242,EN, ,2,187,44,187,25,3,white,1, ,heterosexual,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,2,2,1,1,1,3,1,1,2,1,1,2,1,2,3,1,1,3,1,1,1,1,1,2
100,1190,EN,22,2,187,14,187,25,3, ,1, ,Straight,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,1,Biological Father,N/A,1,1,4,5, ,4, ,2, , ,1,Biological Father,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,3,3,3,2,1,3,1,2,2,1,3,3,1,1,2,3,1,1,1,1,3
100,1818,EN,18,2,187,36,187,25,18,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,6,2, ,3, ,13, , , , ,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,3,2,4,2,3,3,3,4,3,2,1,2,1,2,2,1,2,2,3,1,1,2,2,2,3,1,1,2,2,1,1,2,1,2
100,3829,EN,18,2,187,25,187,25,18,American,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,9,2, ,3, ,2, , , , ,3,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,1,3,5,5,5,5,5,5,4,3,2,2,3,2,3,2,3,2,2,3,1,2,2,3,3,3,2,1,2,3,2,2,2,3,2
100,1706,EN,18,2,187,44,187,44,18,latino,3, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4,my aunt,my uncle,1,1,8,2, ,3, ,2, , , , ,4,4,4,4,4,3,2,3,3,1,3,2,2,1,1,2,1,4,5,4,5,5,4,2,4,3,3,1,2,2,2,3,3,3,2,3,3,3,2,3,2,3,1,2,2,2,1,3,2,1,2
100,4899,EN,18,1,187,34,187,25,11,caucasian,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,3,5, ,5, ,11, , , , ,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,2,2,2,3,1,1,3,1,2,3,2,2,1,3,1,1,2,2,3,3,1,2,3,2,1,2,1,1,2
100,1588,EN,18,1,187,25,187,25,18,White,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,1,1,6,5, ,4, ,1, , , , ,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,1,2,1,2,2,2,3,1,3,2,1,2,2,2,2,1,1,2,2,2,3,1, ,2
100,3224,EN,18,1,187,1,187,25,1,Caucasian,1, ,Heterosexual,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,1,2, , ,1, , ,1,1,8,2, ,3, ,1, , , , ,2,2,2,1,2,2,4,2,2,2,2,1,1,1,1,1,1,5,4,4,4,4,4,4,4,2,3,1,1,2,3,1,2,1,2,3,2,1,2,1,2,3,1,1,2,3,1,3,2,1,3
100,2699,EN,18,1,187,1,187,25,0, ,3, ,Bisexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,2,1,7,1, ,1, ,8, , , , ,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,5,4,4,4,4,3,4,2,1,1,3,1,2,3,2,2,3,3,1,1,3,3,2,3,2,1,3,2,1,1,1,2,2
100,2277,EN,18,2,187,19,187,19,18,french,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,4,4, ,5, ,2, , , , ,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,3,2,1,2,1,2,2,3,1,2,3,1,1,2,3,3,2,1,2,2,2,1,3,1,2,3
100,2602,EN,18,2,187,44,187,25,4,black,2, ,heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,5,6,technical school,5, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,2,3,3,3,2,2,1,3,3,3,3,1,3,3,3,3,2,1,1,2,2,1,2,2,3,1
100,4172,EN,18,2,187,44,187,25,18, ,2, ,Heterosexual, ,1, , , , , , , , , , , ,1, , , , , , ,1,1, , ,2,2,2, , ,0,Grandmother,Grandfather,3,1,2,5, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,3,2,2,3,3,3
100,1117,EN,19,1,187,25,187,25,19,white,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,2, ,2, ,1,ch, , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,4,4,4,4,4,4,4,3,3,1,3,2,1,2,2,3,2,3,1,1,3,2,2,3,1,1,3,3,1,1,1,1,3
100,1275,EN,19,2,187,1,187,1,19,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,3,3,4,3, ,3, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,2,2,3,1,2,3,3,3,2,3,1,1,3,2,3,3,1,1,3,2,1,2,1,2,2
100,1447,EN,19,2,187,25,187,25,19,white,1, ,heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,NA,NA,1,1,8,5, ,5, ,3, , , , ,3,2,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,3,4,4,5,4,5,5,5,3,1,2,2,1,3,3,3,3,2,3,1,1,2,3,3,3,1,2,2,3,1,2,1,3,2
100,1465,EN, ,1,187,44,187,44,19,Middle Eastern,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4, , ,2,2,10,3, ,2, ,2, , , , ,1,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,5,5,4,4,3,3,1,3,2,1,3,1,2,2,3,1,1,3,1,1,3,1,1,3,2,1,1,1,1,3
100,1953,EN,18,2,187,25,187,25,18,caucasian,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3 brothers, , ,3,3,8,1, ,1, ,11, , , , ,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,4,4,5,3,1,1,2,2,3,3,3,2,2,3,1,2,2,2,3,3,1,1,3,2,1,1,1,1,2
100,1613,EN,20,1,187,25,187,25,20, ,1, ,Heterosexual, ,1, , , , ,1, , , , , ,1, ,1, , , ,1, , , , , ,2,2,2, , ,1, ,Step Father,1,1,3,6,Ged,6,Ged,13, ,Agnostic, , ,3,3,2,2,4,1,2,1,1,3,3,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,1,1,1,1,2,2,2,2,3,1,1,2,2,1,3,1,1,2,2,1,1,2,1,1
100,6250,EN,18,2,187,1,187,1,18,white,1, ,female,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,1,none,none,4,4,7,3, ,2, ,1, , , , ,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,2,2,2,1,2,2,2,3,2,2,3,1,1,3,2,3,2,1,1,3,2,1,3,1,2,2
