Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,FACES1,FACES2,FACES3,FACES4,FACES5,FACES6,FACES7,FACES8,FACES9,FACES10,FACES11,FACES12,FACES13,FACES14,FACES15,FACES16,FACES17,FACES18,FACES19,FACES20,FACES21,FACES22,FACES23,FACES24,FACES25,FACES26,FACES27,FACES28,FACES29,FACES30,FACES31,FACES32,FACES33,FACES34,FACES35,FACES36,FACES37,FACES38,FACES39,FACES40,FACES41,FACES42,FACES43,FACES44,FACES45,FACES46,FACES47,FACES48,FACES49,FACES50,FACES51,FACES52,FACES53,FACES54,FACES55,FACES56,FACES57,FACES58,FACES59,FACES60,FACES61,FACES62
100,1119,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,7,3, ,3, ,3, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,1,2,4,1,5,4,1,3,4,1,4,4,1,1,2,1,5,4,1,1,4,1,4,4,1,1,3,1,4,4,1,1,4,1,4,4,2,1,4,1,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
100,1212,EN,19,2,187,36,187,44,17,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,7,3, ,2, ,1, , , , ,2,2,4,3,4,1,1,1,2,1,3,3,1,1,1,1,1,5,5,5,5,5,3,4,4,5,3,3,2,4,1,5,4,1,1,5,3,5,5,3,2,1,1,4,4,2,1,4,2,5,2,1,1,1,1,3,3,2,1,4,3,5,5,4,4,3,1,4,4, ,5,5,5,5,4,4,5,4,3,4,2,4,5,5,3,5,5
100,2240,EN, ,1,187,49,187,45,10, ,1,1, , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1, , ,2,1,7,3, ,2, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,2,1,2,4,5,5,1,1,4,1,5,5,2,1,2,2,4,5,2,2,4,1,4,4,1,1,2,1,4,4,2,2,5,2,4,4,2,2,2,2,5,4,5,5,5,4,4,4,2,5,4,4,4,5,4,4,4,4,4,4
100,1479,EN,19,2,187,42,187,42,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,9,2, ,4, ,11, , ,1, ,1,3,3,3,3,3,3,3,1,1,2,2,1,1,1,1,1,4,2,4,3,5,1,3,2,5,1,1,2,5,1,5,2,1,1,5,1,5,4,2,3,4,1,5,1,1,1,5,1,5,1,4,1,5,1,1,5,4,1,5,1,1,4,1,2,2,1,2,3,5,5,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5
100,1475,EN,19,2,187,10,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,1,7,2, ,2, ,1,methodist, , , ,3,3,3,4,4,4,3,1,3,2,4,3,1,1,1,1,1,4,4,4,3,3,3,1,4,4,1,2,3,5,3,2,1,2,2,3,1,3,1,1,2,4,3,3,3,2,2,3,1,3,1,2,2,3,1,3,4,2,2,4,2,3,2,3,2,5,2,3,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2
100,1745,EN,18,2,187,1,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,1,1,5,2, ,5, ,2, , , , ,5,3,4,5,3,3,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,3,2,2,2,2,4,1,2,4,2,1,4,2,4,1,2,2,4,1,1,1,4,3,3,1,1,3,1,2,3,1,3,1,4,2,5,1,1,1,1,1, ,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,1,3,1,1,2
100,1578,EN,18,2,187,10,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,4,NA,NA,2,2,7,3, ,2, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,3,3,2,2,3,3,4,2,2,3,2,4,4,2,2,2,1,4,4,2,1,3,2,4,4,2,2,3,2,4,4,3,1,2,2,3,2,4,3,2,3,3,2,2,3,1,5,3,2,3,2,4,4,4,4,4,4,4,4,4,4
100,1632,EN,18,2,187,25,187,25,18 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,One, , ,1,1,9,3, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,4,5,5,5,5,1,1,4,1,2,4,1,1,5,1,1,4,2,3,4,1,1,2,1,3,4,2,3,3,1,1,5,1,3,4,1,1,5,2,1,2,2,1,4,1,2,5,1,3,3,4,3,2,3,2,2,3,2,2,3,1,1,1,1,1,1,1
100,1825,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,3, ,4, ,11, , , , ,3,2,2,4, ,1,1,1,1,2,1,2,1,1,1,1,1,4,5,5,5,5,4,4,5,5,3,4,2,4,5,3,2,1,1,4,1,2,4,1,1,2,3,4,4,3,1,2,3,4,5,2,1,5,1,4,5,2,1,4,4,4,3,5,1,3,3,4,4,5,5,3,2,4,5,1,4,5,3,3,4,5,3,5,4,4,4
100,2423,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Biological mother,Biological father,4,4,6,2, ,3, ,1, , , , ,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,2,1,4,2,4,5,1,1,5,1,5,4,1,3,2,1,4,4,1,1,4,2,4,4,1,1,4,1,4,4,2,2,5,2,5,4,2,2,4,2,4,4,5,5,4,5,4,4,2,4,4,4,4,4,4,3,5,4,3,4
100,2201,EN,19,1,187,25,187,25,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,3, ,3, , ,1, ,2,2,3,1,1,1,2,1,2,1,1,2,1,1,1,1,1,3,3,3,3,2,2,3,3,4,2,4,4,4,2,4,1,2,3,2,2,4,2,4,2,1,2,4,2,2,1,2,2,2,2,2,2,4,2,4,4,2,2,4,4,3,2,2,2,2,4,4,4,4,2,2,2,4,4,4,4,3,4,2,3,3,3,3,3,2,4
100,1299,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,5, ,3, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,3,4,2,4,5,3,3,4,5,2,3,4,4,4,3,5,1,4,3,2,5,1,4,4,4,4,4,4,4,4,4,4
100,2160,EN,18,2,187,25,187,5,2,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,1,10,2, ,5, ,1,Non-denominational, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,3,1,1,1,2,5,4,1,1,1,1,5,5,1,1,1,1,5,5,1,2,4,1,5,3,1,1,1,1,1,4,3,2,4,2,4,5,2,2,3,1,5,5,5,5,5,5,5,5,5,5,4,3,4,3,4,3,5,3,4,5
100,1554,EN,18,1,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Friend's Mother,Friend's Father,1,1,6,3, ,3, ,1,Baptist, , , ,1,2,1,1,1,1,1,1,1,1,1,1,1, ,1,1,1,4,5,5,5,5,5,5,3,4,3,2,4,3,2,4,4,1,2,3,4,5,3,2,1,2,1,4,4,2,1,4,3,2,3,2,3,2,1,4,3,1,1,2,3,4,4,2,3,1,2,4,5,4,5,5,3,4,4,3,4,3,4,4,5,4,3,3,4,4,5
100,1381,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,7,2, ,2, ,3, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,2,4,2,4,2,1,2,4,1,5,5,1,1,2,1,5,5,1,2,2,2,4,4,2,2,4,1,4,3,2,1,4,3,4,4,2,1,2,2,4,4,4,4,4,4,4,4,2,4,3,4,4,4,3,4,4,4,3,5
100,1966,EN,18,2,187,44,187,25,12,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,7,3, ,4, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,3,5,4,4,2,4,3,2,5,5,1,3,3,1,5,5,3,2,2,2,4,5,1,3,3,3,4,4,3,2,3,1,4,4,3,2,3,2,4,4,2,3,2,3,3,4,2,3,2,5,5,3,3,5,4,4,4,4,5,3,5,3,3,5
100,1836,EN,20,2,187,25,187,25,20,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,2,5,5, ,4, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,2,1,2,1,5,5,1,1,3,1,5,5,1,1,1,1,5,5,1,1,4,1,5,3,1,1,1,1,5,5,1,1,3,1,5,5,3,1,1,1,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5
100,1953,EN,18,1,187,45,187,45,13,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,3, ,3, ,1,Presbyterian, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,4,2,1,2,2,5,5,1,2,2,3,5,3,1,2,1,2,5,4,1,2,2,4,5,2,1,1,2,1,5,3,2,1,3,1,5,5,4,1,2,3,5,5,5,4,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5
100,3337,EN,19,2,187,25,187,25,19,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,2,7,4, ,3, ,1, , , , ,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,1,5,4,4,2,2,3,2,4,4,2,2,2,2,4,4,3,4,1,1,4,4,2,2,3,1,3,4,3,2,2,1, , , , , , ,4,4,4,1,2,1,3,4,3,4,4,4,4,4,2,4,2,4,3,4,3,3,3,4,3,4
100,2125,EN,18,2,187,1,187,44,18,1,1,1,1, , , , , , , , ,1,1,1,1, , , , , , , , ,2,1,2, , ,4,mom,dad,3,3,6,2, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,2,2,1,1,5,5,1,1,1,1,5,3,1,1,1,1,5,5,1,1,5,1,3,3,1,2,1,1,5,5,1,1,1,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
100,2181,EN,18,1,187,11,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,3, ,1, , , , ,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,5,4,3,2,2,2,4,4,2,2,2,2,4,4,4,1,2,2,5,4,2,2,4,2,4,4,2,2,2,1,4,4,2,1,4,2,4,4,3,1,2,2,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,5,5
100,1944,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,4,Grandmother,Father,1,1,4,4, ,4, ,11, , , , ,3,3,3,1,1,1,1,1,1,1,1,3,2,1,1,2,2,1,4,4,4,4,4,4,4,3,3,3,2,4,4,4,2,3,3,4,2,4,4,3,3,3,4,3,4,4,2,2,4,3,2,4,2,4,2,4,3,3,3,4,4,3,3,4,3,3,4,4,3,3,4,3,3,4,3,2,5,3,2,4,4,3,2,3,3,4,3
100,2427,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1,1,1, , , , , , , , ,2,2, , , ,4,grandmother,grandfather,1,1,5,3, ,4, ,11, , , , ,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,2,3,4,5,5,1,1,5,1,5,5,1,1,1,1,4,4,1,3,1,5,3,4,4,1,4,1,4,4,4,1,3,1,4,5,3,1,1,1,5,2,3,3,4,5,2,2,1,5,1,1,3,5,5,5,5,5,5,5
100,2247,EN,19,2,187,45,187,45,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,Mother,Father,1,1,7,3, ,2, ,1,Methodist, , , ,3,2,3,2,3,1,3,1,1,1,1,3,1,1,1,1,1,3,5,5,5,4,4,1,4,4,4,4,2,4,1,3,4,1,2,4,3,4,4,2,2,3,4,4,4,2,2,4,5,4,3,2,2,2,2,4,3,1,1,4,5,5,4,3,1,2,3,2,2,4,4,4,5,4,4,1,4,3,2,2,4,2,2,4,3,2,4
100,1777,EN,18,2,187,45,187,25,15,1,1, , , , , , , , , , , ,1, , , , ,1, , , , , ,2,2,2, , ,0,biological mother,biological father,2,1,8,6,11th,5, ,1,Episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,4,3,4,2,2,4,3,4,3,4,4,2,4,4,3,4,2,3,5,4,5,4,2,2,4,4,2,2,3,2,4,4,2,1,4,3,4,4,4,2,2,3,4,4,3,4,2,5,5,5,2,5,4,2,4,4,3,4,4,4,4,4
100,4301,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1,biological mother,biological father,2,2,7,3, ,1, ,1, , , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,1,3,4,1,5,5,1,2,2,1,5,5,1,1,4,1,5,4,1,1,2,1,5,5,1,1,4,1,4,4,2,1,1,1,2,4,4,4,4,4,4,5,2,5,5,5,5,5,5,5,5,5,5,5
100,1542,EN,20,1,187,44,187,25,20,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,6,n/a,n/a,1,1,5,5, ,5, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,4,4,4,4,2,1,2,1,2,5,2,2,1,2,5,1,4,1,2,1,1,4,4,3,2,1,1,1,5,1,4,1,3,4,4,1,1,1,4,4,1,1,5,1,4,5,2,4,4,2,2,1,3,4,2,2,3,1,1,1,1,1,1,1,1,4
100,5513,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,her,him,1,1,6,3, ,3, ,11, , , , ,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,3,4,2,2,5,3,2,3,2,3,2,3,3,2,2,2,2,2,4,2,2,2,2,4,3,4,2,4,2,3,4,4,1,4,2,2,4,4,2,3,4,4,3,4,4,3,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3
100,3005,EN,18,2,187,34,187,11,3 years,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,grandmother,older brother,3,2,6,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,1,3,4,1,5,5,1,1,3,1,5,5,1,1,5,1,5,5,1,2,4,1,4,3,4,2,1,1,4,4,4,1,4,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
100,1314,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,6,2, ,2, ,2, , , , ,3,2,2,3,3,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,3,5,5,3,2,2,2,5,2,2,2,3,2,4,4,2,2,1,1,5,5,1,1,4,2,5,5,1,2,1,3,4,4,1,1,4,2,4,4,4,1,2,2,4,4,4,4,4,4,4,4,2,4,3,2,4,4,4,4,2,4,4,4
100,1398,EN,19,2,187,44,187,25,16,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,2,2,5,3, ,2, ,1,Presbyterian, , , ,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,4,1,1,1,2,5,5,1,1,2,4,5,5,1,1,4,1,5,5,1,2,4,1,4,4,1,1,1,1,4,4,2,1,4,2,4,5,2,1,1,1,4,4,4,4,5,5,5,5,4,5,5,4,5,5,4,4,5,4,4,5
100,1314,EN, ,1,187,25,187,25,21,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Grandmother,Grandfather,2,1,5,3, ,2, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,5,2,2,2,2,4,4,2,2,3,2,4,4,3,2,2,2,4,4,2,2,3,2,3,4,2,2,3,2,4,3,2,2,3,2,4,4,2,2,2,3,3,4,4,4,4,4,4,4,3,4,5,5,5,5,5,5,4,4,3,5
100,3398,EN,19,1,187,25,187,25,19, ,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2,grandmother,grandfather,2,1,5,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,2,4,4,4,4,2,2,4,3,5,4,2,2,2,3,5,4,1,2,2,3,4,4,2,3,4,3,4,3,2,4,2,4,3,4,3,3,2,4,3,4,2,3,3,4,4,4,2,4,3,3,4,4,2,3,3,2,2,4
100,1613,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2, , , ,2, , ,2,1,8,2, ,1, ,1, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,4,4,2,1,2,3,3,4,3,1,1,2,5,5,1,1,1,2,5,5,1,1,2,2,2,2,4,1,1,1,4,4,1,1,3,1,4,5,3,1,3,2,2,4,3,5,3,4,5,5,4,4,3,5,5,5,2,4,2,3,4,4
100,1072,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,7,2, ,3, ,1,episcopal, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,4,5,5,4,3,3,4,2,5,5,3,3,4,2,5,5,2,2,2,2,4, ,2,2,4,3,4,4,2,4,2,1,2,4,3,2,4,3,4,2,2,2,2,3,4,3,4,4,3,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5
100,973,EN,19,2,187,1,187,25,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,0, , ,2,1,6,4, ,4, ,1,baptist, , , ,2,2,3,2,2,1,1,1,1,2,2,1,1,1,1, ,1,1,4,4,4,4,4,4,4,5,3,1,2,4,2,5,5,1,2,5,1,5,5,1,1,1,1,5,5,1,2,4,1,5,3,1,2,1,1,5,5,1,1,3,1,5,5,1,1,2,1,5,5,5,5,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
100,5421,EN,18,2,187,19,187,19,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,2,2, , ,2, , ,2,2,4,5, ,4, ,11, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,4,1,5,5,1,1,5,1,5,5,1,2,1,1,5,5,1,3,4,1,5,5,1,1,2,1,5,5,1,1,4,1,5,5,3,1,2,1,5,3,5,5,4,5,4,5,3,5,5,5,5,5,5,4,5,5,5,5
100,1633,EN,18,2,187,42,187,42,18 years,1,1, , , , , , , , , , ,1, , ,1, , , , , , , , ,2,2,2, , ,8,N/A,N/A,3,3,9,3, ,3, ,11, , , , ,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,2,2,4,2,5,5,1,1,2,1,5,4,1,2,3,1,5,5,2,2,5,1,5,5,5,1,5,1,4,4,4,2,5,2,4,5,3,2,4,3,4,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5
100,1915,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,2,1,7,3, ,2, ,1, , , , ,1,1,2,3,4,2,3,2,4,2,4,3,1,1,1,1,1,3,4,4,4,4,4,4,4,5,5,3,3,4,3,4,5,2,3,4,2,5,4,2,2,3,2,4,4,2,2,4,2,3,4,2,2,2,2,4,4,2,1,5,2,4,4,3,2,3,2,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
100,2057,EN,18,2,187,14,187,44,5 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3, , ,1,1,7,3, ,3, ,2, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,4,2,2,2,2,5,4,1,1,2,1,5,5,2,2,1,1,4,5,1,1,4,2,5,5,4,5,1,1,5,4,2,2,5,1,5,4,3,3,2,1,4,5,4,5,4,4,5,4,4,4,5,5,5,5,4,5,4,5,5,5
100,831,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , , ,1, , , , , , , , , , , ,2,2, , ,1, , ,2,1,3,3, ,4, ,8, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,4,2,4,4,2,2,4,1,5,4,2,2,2,1,4,4,1,2,5,1,4,4,1,2,5,1,4,4,2,1,4,2,4,2,4,2,3,2,4,4,4,4,4,4,4,4,2,4,4,2,2,5,5,5,4,5,5,5
100,1460,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,my mom still,my dad still,2,1,6,1, ,3, ,11, , , , ,1,1,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,4,2,3,2,2,4,4,2,2,4,2,5,4,1,2,3,2,4,4,1,2,4,2,4,4,2,1,3,1,4,4,2,2,4,2,4,4,4,2,2,1,4,5,5,4,4,4,4,5,4,4,4,3,3,4,4,3,4,4,4,4
100,3634,EN,19,2,187,25,187,25,19,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,One,My mom,My dad,1,1,10,3, ,3, ,12, , , , ,4,4,3,4,4,3,5,2,4,4,4,4,1,3,3,4,4,2,4,4,4,3,3,3,4,2,1,4,2,4,4,3,2,2,2,3,4,4,2,4,3,2,3,2,2,4,1,2,4,2,2,4,2,3,4,4,3,3,4,2,2,2,1,4,2,2,4,2,1,2,2,2,3,3,1,1,1,2,1,2,2,1,1,2,1,2,2
100,2152,EN,18,1,187,25,187,25,18 years,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2, , ,1,1,8,3, ,3, ,11, , , , ,2,2,3,3,3,1,3,2,1,1,1,2,1,1,1,1,1,3,3,4,4,5,5,5,5,5,3,1,1,2,2,5,4,1,1,4,1,4,4,2,1,2,1,5,3,1,2,4,2,4,2,1,5,4,1,4,4,2,1,4,3,4,4,3,2,2,2,4,5,5,4,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5
100,1575,EN,19,1,187,25,187,25,19,1,1, , , , , , , , , , , ,1,1, , , , , , , , , ,2,2,2, , ,1, , ,2,2,8,3, ,3, ,2, , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100,2532,EN,18,2,187,21,187,10,16,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,4,4,5,5, ,5, ,13, , , , ,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,3,4,4,4,4,4,4,4,4,3,2,1,2,2,4,5,2,2,2,4,5,5,3,2,3, ,4,4,2,3,4,4,5,5,4,1,3,3,4,2,3,1,3,3,5,4,2,3,2,1,4,4,4,4,3,4,3,4,2,4,4,3,5,5,3,4,5,4,3,5
100,2127,EN,21,1,187,25,187,25,21,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1,biological mother,biological father,3,3,4,5, ,5, ,1, , , , ,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,4,5,3,4,2,5,5,2,2,4,2,5,5,2,2,3,5,5,5,2,3,4,2,5,3,5,4,4,2,5,5,5,3,5,2,5,5,4,5,2,2,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5
100,4485,EN,18,2,187,25,187,25,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,1,7,2, ,3, ,1,Pentecost, , , ,1,1,1,1,2,1,5,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,2,2,5,1,5,5,1,3,3,1,5,5,2,3,2,1,5,3,1,3,4,3,4,4,1,1,3,1,5,5,1,1,4,3,5,5,4,1,2,3,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
100,2019,EN,18,2,187,1,187,1,18,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, ,biological mother,2,2,8,5, ,3, ,13, ,methodist, , ,1,1,1,2,3,1,3,1,1,1,1,1,1,1,1,1,1,2,5,5,5,5,5,5,5,4,4, ,1,4,3,5,5,1,2,2,2,5,5,1,2,2,2,5,5,1,1,2,2,2,4,2,2,2,1,5,4,1,2,4,2,5,5,2,1,1,3,5,5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,4,5,5,5
